,video_id,Transcription,Date,Length,Original Comparison,headline_sim,abstract_sim,leadpara_sim,top_cosine_sim,top_headline,top_headline_fromtype,top_cosine_sim_keywords,top_headline_keywords,transcript_keywords,top_nyt_article_keywords
10,7309259574001847583," As you may know, 2023 was a wild year for us here at Spotify. We beat quarterly expectations in Q3. Next slide. We made some tweaks to our royalty policy and we saw that price increases didn't put off customers. But speaking of putting off customers, we implemented AI into our platform and launched the Spotify DJ. I'm going to let him take it from here. Hey fam, I'm going to switch up the vibe a little bit. If you're on this call, then today is your last day at Spotify. Up next is your Severance package.",2023-12-05,97,poster,0.3956814,0.28729823,0.47462827,0.47462827,"Spotify to Cut 1,500 Jobs After Spending Spree",lead_paragraph,0.49286175,"Spotify to Cut 1,500 Jobs After Spending Spree","may know, wild year us spotify. beat quarterly expectations q. next slide. made tweaks royalty policy saw price increases put customers. speaking putting customers, implemented ai platform launched spotify dj. i'm going let take here. hey fam, i'm going switch vibe little bit. call, today last day spotify. next severance package.","layoffs job reductions audio recordings downloads streaming spotify ek daniel spotify cut , jobs after spending spree"
11,7303120619665919278," It's time to get in here. I'll have to buy a ticket. Can't you give me five more minutes? Time goes by, the clock don't stop. I wish I had a few more tries for the good stuff.",2023-11-19,38,hashtag,0.33892503,0.29202744,0.3546167,0.3546167,"For an Aging President, a Birthday With a Bite",lead_paragraph,0.24386825,Will Shortz’s Life as a ‘Professional Puzzle Maker’,"time get here. i'll buy ticket. can't give five minutes? time goes by, clock stop. wish tries good stuff.",shortz will crossword puzzles games puzzles content type personal profile new york times will shortz’s life ‘professional puzzle maker’
12,7288055765938670894," I'm not Jewish, I'm not Muslim, I'm not Israeli or Palestinian, I'm an American and from my perspective here is how I see the Israeli-Palestinian conflict. How I see it, the way Zionists came into power in Israel is a parallel of how English colonists came into power in the United States of America. You have Christians and Jews coming to another part of the world to escape religious persecution. The British gave both Christian colonists and Jews charters to live on the land.",2023-10-09,84,hashtag,0.46993965,0.5792768,0.56932414,0.5792768,"Palestinian Americans, Dismayed by Violence, Say Historical Context Is Being Overlooked",abstract,0.63525486,"Among American Jews, ‘You See a Lot of Broken Spirits’ After Attacks","i'm jewish, i'm muslim, i'm israeli palestinian, i'm american perspective see israeli-palestinian conflict. see it, way zionists came power israel parallel english colonists came power united states america. christians jews coming another part world escape religious persecution. british gave christian colonists jews charters live land.","israel gaza war 2023 israel hamas terrorism gaza strip palestinians jews judaism united states polls public opinion among american jews, ‘you see lot broken spirits’ after attacks"
13,7291404937139866911," So the Starbucks union workers posted solidarity with Palestine, which corporate deleted and replaced with some neutral ass bullshit. But now apparently they're suing their union for posting that tweet. Do you really think that iced white mochas mean more to us than fucking genocide? You really think millions of us are not going to boycott you?",2023-10-18,57,hashtag,0.33419323,0.32032207,0.37131104,0.37131104,Do You Ever Feel Pressure to Post About Your Outrage Online?,lead_paragraph,0.38032103,Hamas Is Barred From Social Media. Its Messages Are Still Spreading.,"starbucks union workers posted solidarity palestine, corporate deleted replaced neutral ass bullshit. apparently they're suing union posting tweet. really think iced white mochas mean us fucking genocide? really think millions us going boycott you?",social media israel gaza war 2023 terrorism computers internet censorship palestinians rumors misinformation facebook inc hamas telegram llc hamas is barred from social media. its messages are still spreading.
14,7307359257362599214," This woman who asked that we not use her name says she was walking home from her job in Georgetown when a group of young girls noticed she was wearing a Canada goose jacket. I just heard, oh, she's got a goose. Like, I thought maybe it was like a compliment. And then I felt the hand on my arm and I was like, oh, they actually want to take it off me. At that point, I threw my coffee cup like to the side just to distract them specifically. Didn't want to hurt anyone, but I just wanted them to be like, oh, what was that? And it worked. And then I ran really fast and I've not",2023-11-30,119,poster,0.2378117,0.3140889,0.35704696,0.35704696,Were We the ‘Fat Couple’?,lead_paragraph,0.28508258,What It Takes to Transform the White House for the Holidays,"woman asked use name says walking home job georgetown group young girls noticed wearing canada goose jacket. heard, oh, got goose. like, thought maybe like compliment. felt hand arm like, oh, actually want take me. point, threw coffee cup like side distract specifically. want hurt anyone, wanted like, oh, that? worked. ran really fast i've",christmas white house building washington dc christmas trees biden jill tracy jacobs volunteers community service what it takes transform white house holidays
15,7284272670743596319," So a friend recently it was calling me to congratulate me on my book the free people's village being a bestseller and she was like Oh my god, you must be making bank now No So I wanted to make a video actually explaining like I'm gonna do something I'm not supposed to do which is talk about real numbers of how much I've been paid for this book what it would take for me to make more money on this book and how much",2023-09-29,85,nyt,0.31362695,0.33632538,0.35220945,0.35220945,"Impeachments, #MeToo, Trump: Running The Washington Post During a Decade of Turmoil",lead_paragraph,0.35122642,Even Michael Lewis Can’t Make a Hero Out of Sam Bankman-Fried,"friend recently calling congratulate book free people's village bestseller like oh god, must making bank wanted make video actually explaining like i'm gonna something i'm supposed talk real numbers much i've paid book would take make money book much",books literature lewis michael going infinite the rise fall new tycoon book content type personal profile frauds swindling virtual currency audio neutral informative even michael lewis can’t make hero out sam bankman-fried
16,7294440506619186478," You don't have to be cool to rule my world Ain't no particular sign, no more compatible with",2023-10-26,18,nyt,0.24009618,0.24666606,0.24844506,0.24844506,An Embarrassment of Witches,lead_paragraph,0.18146007,Does Your Ex or Former Friend Haunt You? You Could Try Exorcism for Closure.,"cool rule world ain't particular sign, compatible",ghosts dating relationships social media occult sciences anger emotion coaches non sports witchcraft does your ex former friend haunt you? you could try exorcism closure.
17,7288376132578053418, What animal breathes through their butt? Elephant. No. Elephant. I have no idea. Panda. No. That was a good guess. A... not a turtle. It is a turtle. It is a turtle. What was the first national park in the US? Yellowstone. Yes. I said it first. You said it first. Yeah. Yeah. Which food chain's slogan is think outside the bun?,2023-10-10,62,hashtag,0.31454247,0.26845795,0.29969078,0.31454247,Have You Ever Seen an Elephant Twerk?,headline,0.29928362,Grizzlies Are Coming to Town. Can the West Live With Them?,animal breathes butt? elephant. no. elephant. idea. panda. no. good guess. a... turtle. turtle. turtle. first national park us? yellowstone. yes. said first. said first. yeah. yeah. food chain's slogan think outside bun?,bears endangered extinct species livestock accidents safety dogs animal behavior wilderness areas montana feed science grizzlies are coming town. can west live with them?
18,7290004057274453253," Shining down on me, move and tell me if I could Send up my heart to you So when I die, which I must do Could it shine down here with you? Cause my love is mine, all mine I love my, my, mine",2023-10-14,44,hashtag,0.3015084,0.24633914,0.28301623,0.3015084,Love Letter: 90 Percent of Love Is Showing Up,headline,0.259796,Love Letter: 90 Percent of Love Is Showing Up,"shining me, move tell could send heart die, must could shine you? cause love mine, mine love my, my, mine",love emotion dating relationships love letter: percent love is showing up
19,7094944682966338822," Have you heard about Prima Nocta? Hi, I'm Katie, your friendly neighborhood social scientist and host of the History Podcast, doing what now? So Prima Nocta slash Prima Noctis, which is this primitive feudal law slash custom from the Dark Ages, where a lord would have the right to bed any serf's new bride on their wedding night, thus claiming her maidenhood before her husband. As customs go, it's pretty deranged. And it's also total bollocks. Listen, a good rule of thumb is, if you've seen it in the movie Braveheart, chances are it's not historically accurate. First of all, the Dark Ages didn't actually",2022-05-07,105,hashtag,0.30419278,0.3221248,0.3223777,0.3223777,U.K. Local Elections Pose Test for Scandal-Prone Boris Johnson,lead_paragraph,0.40004978,Medieval Scholars Spar on a Modern Battlefield: Twitter,"heard prima nocta? hi, i'm katie, friendly neighborhood social scientist host history podcast, now? prima nocta slash prima noctis, primitive feudal law slash custom dark ages, lord would right bed serf's new bride wedding night, thus claiming maidenhood husband. customs go, pretty deranged. also total bollocks. listen, good rule thumb is, seen movie braveheart, chances historically accurate. first all, dark ages actually",news news media books literature race ethnicity discrimination middle ages historical period writing writers rambaran olm mary los angeles review books the bright ages a new history medieval europe book gabriele matthew scholar perry david scholar bond sarah e social media twitter medieval scholars spar modern battlefield: twitter
20,6988185257426128133," And do you know the history of the word? Oh yeah. I've heard some stories in the initial conversations that I had after that just how some people are treated even still today. And I'm just like, I haven't seen that with my eyes, that pain or that insignificant feeling or whatever it is that it makes you feel. That goes back to slavery used by white people to dehumanize black people and make them feel less than. It's also, I think if you dig deeper, a word that a lot of black people heard before they were terrorized",2021-07-23,99,poster,0.25126287,0.35856676,0.46597576,0.46597576,How Racist Is America?,lead_paragraph,0.419043,We Owe Haiti a Debt We Can’t Repay,"know history word? oh yeah. i've heard stories initial conversations people treated even still today. i'm like, seen eyes, pain insignificant feeling whatever makes feel. goes back slavery used white people dehumanize black people make feel less than. also, think dig deeper, word lot black people heard terrorized",haiti slavery historical united states black people blacks colonization we owe haiti debt we can’t repay
21,7295934820780100907," I'm looking for islands and I'm taking me my tailor I work to do this tailor Every love I call is compared to the love of failure I forget their names now I'm so very tame now Never be the same now Now I, I, I see",2023-10-30,47,nyt,0.25489202,0.2894605,0.29899624,0.29899624,"Review: In ‘Stereophonic,’ the Rock Revolution Will Be Recorded",lead_paragraph,0.2533024,A Hairless Cat and Nickelback. What Could Be More Romantic?,"i'm looking islands i'm taking tailor work tailor every love call compared love failure forget names i'm tame never i, i, see",weddings engagements a hairless cat nickelback. what could be more romantic?
22,7290395601907371294," Everyone, just want to check in on you. Is everything going alright? We've been getting some complaints. Oh, cause we black? We over here modded our business.",2023-10-15,27,nyt,0.2758756,0.28941315,0.2891,0.28941315,The Weed Store Under My Apartment Makes Way Too Much Noise,abstract,0.25813335,Do You Ever Feel Pressure to Post About Your Outrage Online?,"everyone, want check you. everything going alright? we've getting complaints. oh, cause black? modded business.",do you ever feel pressure post about your outrage online?
23,7295925652992363822, The actress who played marina in bridgerton ruby barker went on a podcast and said that because she played such a difficult character She ended up having two psychotic breaks during filming bridgerton while this happened and she was actually sent to the hospital She said that she felt absolutely no support from netflix or shonda ryan's production company shondaland She said that the role of marina was really hard to play and I don't blame her if you need a refresher here it is character of marina ends up getting pregnant out of wedlock and The baby daddy is actually a soldier and he stopped,2023-10-30,106,hashtag,0.39216042,0.40441993,0.47969925,0.47969925,"Tyler Christopher, Actor Best Known for ‘General Hospital,’ Dies at 50",lead_paragraph,0.4294694,"Tyler Christopher, Actor Best Known for ‘General Hospital,’ Dies at 50",actress played marina bridgerton ruby barker went podcast said played difficult character ended two psychotic breaks filming bridgerton happened actually sent hospital said felt absolutely support netflix shonda ryan's production company shondaland said role marina really hard play blame need refresher character marina ends getting pregnant wedlock baby daddy actually soldier stopped,"christopher tyler 1972 2023 deaths obituaries actors actresses soap operas days our lives tv program general hospital tv program tyler christopher, actor best known ‘general hospital,’ dies"
24,7304467443731238175," Perfect. Ay, ay. Ay yo, we made it Thanksgiving. So ay, maybe we can make it to Christmas.",2023-11-22,18,nyt,0.46000713,0.41963676,0.4098534,0.46000713,Thanksgiving Dinner,headline,0.47744238,Thanksgiving Dinner,"perfect. ay, ay. ay yo, made thanksgiving. ay, maybe make christmas.",thanksgiving dinner
25,7301784177899343146, Only real Swifties are able to tell the name of this song by hearing just one chord. Leave your answer in the comments.,2023-11-15,23,nyt,0.2902117,0.2684534,0.2755236,0.2902117,‘Trolls Band Together’ Review: This Must Be Pop,headline,0.2772713,"Vince Clarke, a Synth-Pop Mastermind, on His Unexpected Solo Album",real swifties able tell name song hearing one chord. leave answer comments.,"pop rock music content type personal profile clarke vince vince clarke, synth-pop mastermind, his unexpected solo album"
26,7295751927609019690," Senator James Lankford's office. How may I help you? Yes. Hi, my name is Meon Green and I've been calling every day for over a week. Why? What is Senator Lankford's issue for not calling for a ceasefire? Well, I will tell you that the Senator is pro-Israel and he is, he was part of the",2023-10-30,56,hashtag,0.30734932,0.4259534,0.36684614,0.4259534,How Menendez Tried and Failed to Place an Ally in a Key Federal Post,abstract,0.33249113,The Battle Over Aid to Israel,"senator james lankford's office. may help you? yes. hi, name meon green i've calling every day week. why? senator lankford's issue calling ceasefire? well, tell senator pro-israel is, part",israel gaza war 2023 hamas israel biden joseph r jr washington dc house representatives senate humanitarian aid the battle over aid israel
27,7281844949773978923," Uber is offering $200,000 in free rides for Temple University students. The goal here they say is to keep those students safe. Through the end of the year, Temple students can actually log in to their Uber account using their school email and enter the code TempleRideHome. The ride sharing service will give each student up to four rides worth up to $20 each.",2023-09-22,64,poster,0.31162503,0.35320508,0.34176907,0.35320508,"For South Korea’s Senior Subway Riders, the Joy Is in the Journey",abstract,0.3329996,Two Dead and Dozens Injured as Bus Carrying High School Students Crashes,"uber offering $, free rides temple university students. goal say keep students safe. end year, temple students actually log uber account using school email enter code templeridehome. ride sharing service give student four rides worth $ each.",buses traffic accidents safety orange county ny farmingdale ny slate hill ny farmingdale high school farmingdale ny deaths fatalities wawayanda ny two dead dozens injured bus carrying high school students crashes
28,7298489484520213803," Elf has an advent calendar? I did order it. I think I would come more prepared. Ah! So close! Oh my gosh! She's pink! Not gonna lie, I don't know why I thought this would be like under $50. It was still $90. It's 24 days, but I'm expecting some full-size products. I'm not gonna lie because if not, that seems so expensive for Elf. Alright, just double check. It's a $95 advent calendar and it has a retail value of $124. Axe advent calendar was only $100 more than this and it contained all full-size",2023-11-06,96,nyt,0.3904712,0.27374387,0.30978677,0.3904712,Our Favorite Advent Calendars,headline,0.4107517,Are ‘Elf’ and ‘Love Actually’ the Last Holiday Classics We’ll Ever Get?,"elf advent calendar? order it. think would come prepared. ah! close! oh gosh! pink! gonna lie, know thought would like $. still $. days, i'm expecting full-size products. i'm gonna lie not, seems expensive elf. alright, double check. $ advent calendar retail value $. axe advent calendar $ contained full-size",christmas television movies elf movie love actually movie are ‘elf’ ‘love actually’ last holiday classics we’ll ever get?
29,7287276421163093290, I said wherever I went I do whatever I want I kind of know my you know poppy me purging for fun,2023-10-07,22,nyt,0.25288343,0.28323683,0.3120464,0.3120464,Quotation of the Day: Soaring Temperatures Are Taking a Toll on Workers,lead_paragraph,0.23177221,The Israel-Hamas War: A Forum for Young People to React,said wherever went whatever want kind know know poppy purging fun,the israel-hamas war: a forum young people react
30,7233557031687474475," Honest College Marketing? Florida. FAU. At our school, you're more likely to find an iguana on campus than a decent parking spot. Rollins College. Go $200,000 in debt just to awkwardly interact with the same people for four years. Florida International University. We're pushing 60,000 students. Our belief is that the more students we have, the less empty our football stadium will look. Eckerd College. Have you ever met somebody in their 20s who says that they don't drive? And you think to yourself,",2023-05-15,84,hashtag,0.2577665,0.30787507,0.3689387,0.3689387,Interested in Polyamory? Check Out These Places,lead_paragraph,0.37928843,An N.F.L. Doctor Wants to Know Why Some Players Get C.T.E. and Others Don’t,"honest college marketing? florida. fau. school, likely find iguana campus decent parking spot. rollins college. go $, debt awkwardly interact people four years. florida international university. we're pushing , students. belief students have, less empty football stadium look. eckerd college. ever met somebody says drive? think yourself,",national sports brain bank maroon joseph football research chronic traumatic encephalopathy concussions brain boston university national football league pittsburgh steelers university pittsburgh medical center an n.f.l. doctor wants know why some players get c.t.e. others don’t
31,7303352147972721962," If you hate cops just because they're cops, the next time you get in trouble, call a crackhead. Hey everyone, I'm Joe Biden's husband. President Trump, if you see this, please save us.",2023-11-19,33,hashtag,0.45444936,0.40805495,0.44973576,0.45444936,Mayor Adams Said He Will Cut the N.Y.P.D. Does He Mean It?,headline,0.40659466,White House Condemns G.O.P. Demands in Impeachment Inquiry,"hate cops they're cops, next time get trouble, call crackhead. hey everyone, i'm joe biden's husband. president trump, see this, please save us.",united states politics government impeachment house representatives biden joseph r jr biden hunter biden james brian biden hallie comer james r jordan jim 1964 johnson mike 1972 republican party white house condemns g.o.p. demands impeachment inquiry
32,7290232230117494047," Put a K on it, put a K on it, put a K on it, put a K on it, put a K on it, put a K on it, put a K on it.",2023-10-15,35,hashtag,0.25519043,0.20173825,0.19466482,0.25519043,Ask New Zealand’s Maori Party What They’re Wearing. They Dare You.,headline,0.2165658,Word of the Day: phonics,"put k it, put k it, put k it, put k it, put k it, put k it, put k it.",word day: phonics
33,7294522201879907626," Now that we don't talk, I don't have to pretend I like acid rock Or that I'd like to be on a mega yacht With important men who think important thoughts Guess maybe I am better off",2023-10-27,37,nyt,0.25843608,0.27601355,0.30923635,0.30923635,Does Society Really Need More Elon Musks?,lead_paragraph,0.27394226,"It’s Me, Isn’t It?","talk, pretend like acid rock i'd like mega yacht important men think important thoughts guess maybe better","crossword puzzles games it’s me, isn’t it?"
34,7292253795759836459," The owners of the car usually put the number of their car here, so no one steals it. The houses in Yakutsk are built on stilts, which are about 15-20 meters deep in the ground. Otherwise, the heat from the house would melt the permafrost. And when this happens, the house would dip in the ground and be destroyed. The drivers also leave the engine of the cars on when they leave for a session.",2023-10-20,75,hashtag,0.34257278,0.32418242,0.3131597,0.34257278,The People Who Broke the House,headline,0.293277,"Federal Investigators Widen Tesla Inquiry, Company Says","owners car usually put number car here, one steals it. houses yakutsk built stilts, - meters deep ground. otherwise, heat house would melt permafrost. happens, house would dip ground destroyed. drivers also leave engine cars leave session.","electric hybrid vehicles automobiles ethics official misconduct traffic accidents safety company reports stocks bonds corporations driverless semiautonomous vehicles securities commodities violations tesla motors inc justice department securities exchange commission musk elon austin tex federal investigators widen tesla inquiry, company says"
35,7294109688667442462," Germany was probably the most interesting without my passport, you know? Such a relief to have it now, but man, Germany was like, I get there and the guy's like, yo, yo, welcome to Germany, can I, can I please have your passport, please? I'm like, yeah, sure, here you go. He's like, yo, it's good, yo. I look very special, yo. Oh, no.",2023-10-25,64,nyt,0.2922966,0.2294796,0.25649875,0.2922966,Kremlin’s Onetime Pick to Be Ukraine’s Puppet Leader Is Shot in Crimea,headline,0.3090679,Slovakia Says It’s Halting Arms Deliveries to Ukraine,"germany probably interesting without passport, know? relief now, man, germany like, get guy's like, yo, yo, welcome germany, i, please passport, please? i'm like, yeah, sure, go. he's like, yo, good, yo. look special, yo. oh, no.",russian invasion ukraine 2022 international relations foreign aid arms trade fico robert slovakia ukraine russia putin vladimir v orban viktor embargoes sanctions european union smer social democracy slovakia hungary slovakia says it’s halting arms deliveries ukraine
36,7302246616499506465," So, two state solution. I'm going to tell you about one region in the world that was also a British colony that actually took the two state solution and guess what, the trauma of that, we are still feeling it two generations later.",2023-11-16,43,hashtag,0.37291878,0.5045004,0.5651904,0.5651904,The Two-State Platitude,lead_paragraph,0.36072627,"For Years, Two Men Shuttled Messages Between Israel and Hamas. No Longer.","so, two state solution. i'm going tell one region world also british colony actually took two state solution guess what, trauma that, still feeling two generations later.","israel gaza war 2023 palestinians israel hamas gaza strip international relations hamad ghazi baskin gershon shalit gilad peace process for years, two men shuttled messages between israel hamas. no longer."
37,7288425547032530219, a lot of people have said things like oh i'm hesitant to speak on what's happening in palestine oh i don't want to pick a side i don't feel like i know enough this is such a complicated nuanced issue i don't know enough so i'm not going to say anything and in general that's a good thing we should not speak on things we do not know that's what gets a lot of people in trouble on the internet in the first place and i'm not speaking now because i think i'm some type of expert in fact i'm the furthest thing from it i used to say these exact same phrases in an attempt to remain neutral in a situation i feel like i didn't understand but then i asked myself and i implore you all to ask yourselves why,2023-10-10,142,hashtag,0.2932812,0.31916004,0.45361596,0.45361596,Why Do Men Insist I’m Not Perimenopausal After I’ve Told Them I Am?,lead_paragraph,0.27284196,"Fact or Fiction? In This War, It Is Hard to Tell.",lot people said things like oh i'm hesitant speak what's happening palestine oh want pick side feel like know enough complicated nuanced issue know enough i'm going say anything general that's good thing speak things know that's gets lot people trouble internet first place i'm speaking think i'm type expert fact i'm furthest thing used say exact phrases attempt remain neutral situation feel like understand asked implore ask,"israel gaza war 2023 social media terrorism rumors misinformation news news media computers internet fact fiction? in this war, it is hard tell."
38,7290244513115770143," Yeah, but I'm into cougars, you know? I think 21 year olds are so hot. It's ridiculous. That was before I had pubes. You should be proud, dude. You've come so far. It makes me think about when we were starting out. Yeah, did you know that we also started out as young stand ups? No way. Yeah, yeah. Dude, show me. What up, my love? Damn, feels good to be back. Man, you know when substitute teachers try to act like they're all that?",2023-10-15,85,nyt,0.24446893,0.26158494,0.30551165,0.30551165,Devo’s Future Came True,lead_paragraph,0.26512587,Tituss Burgess Thinks ‘Golden Girls’ Reruns Get Funnier as You Age,"yeah, i'm cougars, know? think year olds hot. ridiculous. pubes. proud, dude. come far. makes think starting out. yeah, know also started young stand ups? way. yeah, yeah. dude, show me. up, love? damn, feels good back. man, know substitute teachers try act like they're that?",content type personal profile burgess tituss theater moulin rouge the musical play actors actresses theater broadway tituss burgess thinks ‘golden girls’ reruns get funnier you age
39,7295324116477873440, And just notice for my people up in Gaza and Ramallah and it's free Palestine until it's backwards motherfucker. I'm a,2023-10-29,21,hashtag,0.5843225,0.5724035,0.5665965,0.5843225,I Fought for the I.D.F. in Gaza. It Made Me Fight for Peace.,headline,0.68331397,"If Palestinian Freedom Makes You Uneasy, Ask Yourself Why",notice people gaza ramallah free palestine backwards motherfucker. i'm,"audio neutral informative palestinian americans palestinians israel gaza war 2023 israel gaza strip if palestinian freedom makes you uneasy, ask yourself why"
