,abstract,lead_paragraph,headline,pub_date,document_type,section_name,type_of_material,keywords
15,"“You know your campaign is going terribly wrong when people only want to talk about your shoes,” the guest host said of rumors that DeSantis wears lifts to appear taller.","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now.",Charlamagne Tha God Gets Short With Ron DeSantis on ‘The Daily Show’,2023-11-01T06:21:09+0000,article,Arts,News,"Television;Meyers, Seth;The Daily Show with Trevor Noah (TV Program);The Tonight Show (TV Program);Late Show with Stephen Colbert (TV Program);Late Night with Seth Meyers (TV Program);Jimmy Kimmel Live (TV Program);Kimmel, Jimmy;Colbert, Stephen;Fallon, Jimmy"
16,Feeling stuck on today’s puzzle? We can help.,"WEDNESDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below.",Spelling Bee Forum,2023-11-01T07:00:04+0000,article,Crosswords & Games,News,Spelling Bee (Game)
17,In case you need some puzzle help.,"Good morning, dear connectors. Welcome to today’s Connections forum, where you can give and receive puzzle — and emotional — support.",The Connections Companion,2023-11-01T07:00:05+0000,article,Crosswords & Games,News,Crossword Puzzles;Connections (Game)
18,In case you need some puzzle help.,"Welcome to The Wordle Review. Be warned: This page contains spoilers for today’s puzzle. Solve Wordle first, or scroll at your own risk.",Today’s Wordle Review,2023-11-01T07:00:07+0000,article,Crosswords & Games,News,Wordle (Puzzle)
19,Everything you need to know about Sunday’s five-borough race.,Follow live updates from the 2023 New York City Marathon.,Your Guide to the 2023 New York City Marathon,2023-11-01T07:00:22+0000,article,New York,News,New York City Marathon;Marathon Running;New York City
20,"It has become the city’s biggest block party. Here are the best spots in each borough to cheer for the race’s 50,000 runners.","The New York City Marathon is a big race for more than 50,000 runners each year, but it is also a community celebration for the New Yorkers who line up along the five-borough course to cheer for the participants.",The Best Places to Watch the New York City Marathon,2023-11-01T07:00:24+0000,article,New York,News,New York City Marathon;Brooklyn (NYC);Bronx (NYC);Manhattan (NYC);Staten Island (NYC);Queens (NYC);New York City
21,"A new study finds that women’s pay in the city has declined slightly in the past 25 years, even as it has increased nationally.","Progress toward closing the pay gap between men and women in New York City has stalled, even as there has been improvement nationally, according to a new study.","Pay Gap for Women in New York City Is Unchanged Since 2007, Study Says",2023-11-01T07:00:32+0000,article,New York,News,Income Inequality;Careers and Professions;Center for New York City Affairs at The New School
22,Ms. Murphy has never held or sought elected office but is in a strong position to take advantage of the scandal swirling around Senator Robert Menendez.,"Walled off and under renovation for nearly six years, the governor’s wing in New Jersey’s 231-year-old State House reopened in April after a gut rehab that was years overdue.","Tammy Murphy, N.J. Governor’s Wife, Prepares to Run for Menendez’s Seat",2023-11-01T07:00:32+0000,article,New York,News,"Menendez, Robert;Murphy, Tammy (1965- );Murphy, Philip D (1957- );New Jersey;Elections, Senate;United States Politics and Government;Politics and Government"
23,Lionel Messi’s eye-catching new jersey is the hottest piece of sports merchandise on the planet. Would you want to wear one?,"Since Lionel Messi, considered by many to be the greatest soccer player ever, signed with Inter Miami this July, he has made a big splash for his new team — on and off the field.",Pink Jersey,2023-11-01T07:00:35+0000,article,The Learning Network,News,
24,"Francesco Magisano intends to run the New York City Marathon on Sunday. But first, he is breaking in a new guide.","Two men were running side by side in Central Park on a recent morning when one of them bumped into a woman as they passed her. The woman was briefly furious, but her face softened once she saw the tether connecting the men by the waist.",How a Blind Runner Trains for the New York City Marathon,2023-11-01T07:00:37+0000,article,New York,News,"New York City Marathon;Blindness;Marathon Running;Magisano, Francesco;Schulman, Nev;New York City;Content Type: Personal Profile"
25,Two designers and graphics editors teamed up with a Food reporter to answer a question that has haunted New Yorkers: How can you snag a hard-to-get restaurant reservation?,"The two of us have been working together for over four years. We sit face to face at opposite desks in the office. But for one Thursday night in September, we were total strangers. ","A Story Revealed in Data, Dining and Dosas",2023-11-01T07:00:48+0000,article,Times Insider,News,"Restaurants;Food;Indian Food (Cuisine);Resy Network Inc;Semma (Manhattan, NY, Restaurant)"
26,"Donald J. Trump, Donald Trump Jr. and Eric Trump played different roles in the family business. The New York attorney accused them all of fraud.",Follow live updates on the civil fraud trial against Donald Trump.,Trump’s Sons Set to Take Stand at Fraud Trial,2023-11-01T07:00:49+0000,article,New York,News,"Frauds and Swindling;Fines (Penalties);Family Business;Attorneys General;Appraisals and Valuation (Property);Trump Organization;Trump Tower (Manhattan, NY);James, Letitia;Trump, Donald J;Trump, Donald J Jr;Trump, Eric F (1984- );Trump, Ivanka;New York State"
27,"At a U.K. summit, 28 governments, including China and the U.S., signed a declaration agreeing to cooperate on evaluating the risks of artificial intelligence.","In 1950, Alan Turing, the gifted British mathematician and code-breaker, published an academic paper. His aim, he wrote, was to consider the question, “Can machines think?”",Global Leaders Warn A.I. Could Cause ‘Catastrophic’ Harm,2023-11-01T08:16:54+0000,article,World,News,"International Relations;Politics and Government;Artificial Intelligence;Cryptography, Codes and Ciphers;Great Britain;Sunak, Rishi (1980- );United States International Relations;World War II (1939-45);Historic Buildings and Sites;Bletchley Park;European Commission;OpenAI Labs;Harris, Kamala D;Musk, Elon;Turing, Alan M"
28,"Through reconstructions in a special effects studio, “Neighbour Abdi” embarks on a candid journey through Abdiwahab Ali’s personal history scarred by war.","Through reconstructions in a special effects studio, “Neighbour Abdi” embarks on a candid journey through Abdiwahab Ali’s personal history scarred by war.",Neighbour Abdi,2023-11-01T08:55:00+0000,multimedia,Opinion,Video,Content Type: Personal Profile;Somalia;Netherlands
29,"Through reconstructions in a special effects studio, “Neighbour Abdi” embarks on a candid journey through Abdiwahab Ali’s personal history scarred by war.","After working on several projects that took me far from home — literally and thematically — I felt a strong need to create closer to home. Across the hall, in the building where I rent my studio, Abdiwahab (Abdi) Ali, a furniture designer and social worker, set up shop.",What Happens When You Reach Out to Your Neighbor?,2023-11-01T09:00:06+0000,article,Opinion,Op-Ed,Documentary Films and Programs;Content Type: Personal Profile;Netherlands;Somalia;Refugees and Displaced Persons
30,Vacationing during the off-season has long been considered a cost-saving boon. But can families with school-aged children take advantage? Should they?,"For her family vacation next year, Liz Thimm has booked a 10-day trip to Bocas del Toro, Panama, in February. She requested time off from her pharmacist job a year in advance, checked out guidebooks from the library and has shared itinerary ideas with her daughter and son — who are 11 and 9 — to involve them in the planning process. One thing she has not and will not do? Schedule the trip around a school vacation.",Taking Off From School to Take In the World,2023-11-01T09:00:08+0000,article,Travel,News,Budget Travel;Families and Family Life;Children and Childhood;Education (K-12)
31,"Lima is a city of contrasts and contradictions — gray and tropical, dense and isolated. Augusto Higa Oshiro, one of its writers, recommended books and authors that have captured its complexity.","When I was born, in 1946, Lima was home to 640,000 people. Now, as I’m about to turn 77 in the year 2023, Lima is a city of 10 million. The population has grown more than 15-fold. In some ways, you could say that I’ve survived alongside the city. I’ve gotten to know all 43 of its districts and municipalities, and I can say with true pride that I’ve suffered but also delighted in this gray, sleepy city. As Herman Melville describes it, in “Moby Dick”:",Read Your Way Through Lima,2023-11-01T09:00:12+0000,article,Books,News,"Books and Literature;Writing and Writers;Travel and Vacations;Higa Oshiro, Augusto (1946-2023);Lima (Peru);Peru;Vargas Llosa, Mario;Alarcon, Daniel;Melville, Herman;Shining Path"
32,"In “The Genius of Israel,” Dan Senor and Saul Singer take a look at the economic strength and high quality of life for some of the people who live in a troubled country.","More than 1,000 of its citizens, mostly civilians, were slaughtered in a matter of hours by a militant group thought to be ragtag and toothless. The country’s security services were nowhere to be found. The citizens’ faith in their political leader, a prime minister charged with bribery and fraud, was plummeting even before the attack. For the previous nine months, tens of thousands of protesters had held weekly demonstrations asserting that their beloved nation was being dragged by its populist government into authoritarian penury. Eventually, 360,000 reservists rushed into uniforms to fight the militants, only to find substandard equipment that had to be upgraded with private funds raised by volunteers.",Israel Is in Crisis. These Authors See Reason for Hope.,2023-11-01T09:00:43+0000,article,Books,Review,"Books and Literature;Economic Conditions and Trends;Politics and Government;The Genius of Israel: The Surprising Resilience of a Divided Nation in a Turbulent World (Book);Senor, Dan;Singer, Saul (Journalist);Israel;Netanyahu, Benjamin"
33,Chinese backpacker hostels offering bunk beds for a few dollars a night have become hubs for the anxiety and ambitions of job-seeking youth.,"In a youth hostel in downtown Shanghai, amid the dull roar of a hair dryer, the shriek of a blender and the lingering aroma of spicy instant noodles, Ethan Yi, 23, was pondering the state of the world.","For China’s Jobless Young People, Hostels Are the Place to Be",2023-11-01T09:00:44+0000,article,World,News,Youth;Layoffs and Job Reductions;Hotels and Travel Lodgings;China;Shanghai (China);Labor and Jobs;Careers and Professions;Unemployment
34,"In Elaine Feeney’s latest book, a child’s grief-driven engineering dream connects a handful of isolated citizens in a small Irish town.","The Irish writer Elaine Feeney’s atmospheric second novel, “How to Build a Boat,” is set in the small fictional town of Emory, home to 13-year-old Jamie O’Neill and his father, Eoin. Perched on the west coast of Ireland, the town is defined by the River Brú, “an infinite and uninhabitable space” that flows into the Atlantic and holds the characters together in a desperate, watery grasp.","Grief, Community and Boat Building in a Moving New Novel",2023-11-01T09:00:45+0000,article,Books,Review,"Books and Literature;How to Build a Boat (Book);Feeney, Elaine (1979- )"
35,"Hitting fentanyl labs could further destabilize northern Mexico and the borderlands, worsening the migrant refugee crisis.","As president, Donald Trump reportedly floated the idea of shooting “missiles into Mexico to destroy the drug labs.” When his defense secretary, Mark Esper, raised various objections, he recalls that Mr. Trump responded by saying the bombing could be done “quietly”: “No one would know it was us.”",The Republicans Who Want to Invade Mexico,2023-11-01T09:00:46+0000,article,Opinion,Op-Ed,Drug Abuse and Traffic;United States Defense and Military Forces;Presidential Election of 2024;United States Politics and Government;Fentanyl;Refugees and Displaced Persons;United States International Relations;Republican Party;Central America;Colombia;Mexico
36,"Ray Dalio’s investing tactics have always been a closely kept secret, even inside Bridgewater Associates. Several years ago, some of Wall Street’s biggest names set out to discover his edge.","For years, the whispered questions have passed from one Wall Street trading floor to the next.",How Does the World’s Largest Hedge Fund Really Make Its Money?,2023-11-01T09:00:47+0000,article,Business Day,News,"Bridgewater Associates;Dalio, Raymond (1949- );Hedge Funds;Banking and Financial Institutions;Regulation and Deregulation of Industry;internal-great-read;internal-sub-only;audio-neutral-informative"
37,"John Sykes, the chairman of the organization behind the hall, talks about the ouster of Jann Wenner, the need to diversify inductees and surprises at this year’s ceremony.","The 38th annual Rock & Roll Hall of Fame induction ceremony will take place at Barclays Center in Brooklyn on Friday, bringing Kate Bush, Willie Nelson, George Michael, Sheryl Crow, Missy Elliott, Rage Against the Machine and the Spinners into pop music’s leading pantheon.",‘We’re Making Progress’: How the Rock Hall of Fame Is Trying to Evolve,2023-11-01T09:01:12+0000,article,Arts,News,"Rock and Roll Hall of Fame and Museum;Halls of Fame;Pop and Rock Music;Country Music;Rap and Hip-Hop;Appointments and Executive Changes;Women and Girls;Sykes, John;Wenner, Jann;Content Type: Personal Profile"
38,"The number of ships that can travel through the vital route has fallen sharply this year because of a lack of water for the locks, raising costs and slowing deliveries.","For over a century, the Panama Canal has provided a convenient way for ships to move between the Pacific and Atlantic Oceans, helping to speed up international trade.","Drought Saps the Panama Canal, Disrupting Global Trade",2023-11-01T09:01:12+0000,article,Business Day,News,Panama Canal and Canal Zone;Ships and Shipping;Drought;Global Warming;Freight (Cargo);International Trade and World Market;Supply Chain;Canals;United States Economy;Conservation of Resources;El Nino Southern Oscillation
39,"Often, one half of a senior couple wants to remain in the house they long loved, while the other half sees their future unfolding in a continuing care community.","There are 39 steps from the spot Gerry Goldsholle and his wife, Myra Levenson, park the car at their four-level wood frame house in Mill Valley, Calif., to where, at the end of each evening, they park themselves.",One of the Touchiest Housing Decisions: Do We Stay or Do We Go?,2023-11-01T09:01:12+0000,article,Real Estate,News,"Retirement Communities and Assisted Living;Real Estate and Housing (Residential);Elder Care;Age, Chronological;Elderly;United States"
40,"Developers are adding amenities like wellness rooms and restaurants as competition for top buildings remains strong in Miami-Dade, Broward and Palm Beach Counties.","For years, Angelo Bianco, a Florida developer, drove past the enormous, wooded IBM corporate campus off Interstate 95 in Boca Raton, Fla., without paying it much heed. But his interest was piqued when a broker informed him that the property was for sale.","After Pandemic Rush, South Florida Office Market Sees Steady Demand",2023-11-01T09:01:31+0000,article,Business Day,News,Workplace Environment;Real Estate (Commercial);Area Planning and Renewal;Relocation of Business;Renting and Leasing (Real Estate);Miami-Dade County (Fla);Broward County (Fla);Palm Beach County (Fla);Boca Raton (Fla)
41,Irish Repertory Theater’s season-long survey of the playwright’s work prompted our reporter to seek out the Irish town that inspired the imaginary site of so many of his plays.,"Up a steep and grassy windblown hill, in the top row of what’s known as the new graveyard, the playwright Brian Friel lies buried under a dark, glossy slab etched with an image of a St. Brigid’s cross, a traditional Irish symbol woven from rushes.","Searching for Brian Friel, and His Mythical Ballybeg",2023-11-01T09:01:35+0000,article,Theater,News,"Theater;Theater (Off Broadway);Writing and Writers;Irish Repertory Theater;Friel, Brian;Translations (Play);Aristocrats (Play);Philadelphia, Here I Come! (Play);Glenties (Ireland);Ireland"
42,"An 1824 townhouse in New Castle, a Tudor Revival home in Boise and a Colonial Revival house in Swansboro.","This brick rowhouse is near the waterfront, with views of the Delaware River from the deck and backyard. It is within walking distance of a number of historic sites, including First State National Historical Park; Bull Hill, a park on the site of an old Dutch fort; and New Castle Battery Park, which has a walking path that winds along the riverfront. Nearby Delaware Street is lined with stores and restaurants, including an ice cream shop and a tavern in a circa 1724 building.","$1 Million Homes in Delaware, Idaho and North Carolina",2023-11-01T09:01:45+0000,article,Real Estate,News,Real Estate and Housing (Residential);Boise (Idaho);New Castle (Del);Swansboro (NC)
43,‘I am undone by empathy’: A Palestinian poet on the fight to exist.,"“Every time I was told I’d humanized the Palestinians, I would have to suppress the question it invoked: What had they been before?” says the poet, psychologist and professor Hala Alyan, reflecting on her experiences as a Palestinian American. In this audio essay, Dr. Alyan documents how being Palestinian in America is an exercise in auditioning for empathy.","If Palestinian Freedom Makes You Uneasy, Ask Yourself Why",2023-11-01T09:01:46+0000,article,Opinion,Op-Ed,audio-neutral-informative;Palestinian-Americans;Palestinians;Israel-Gaza War (2023- );Israel;Gaza Strip
44,Lisa Donovan weaves her own story into this recipe from Paul Bertolli’s “Cooking by Hand.”,"There’s a corner in most professional kitchens, a small peek into the core of how cooks are all mostly just a bunch of nostalgia queens and hero worshipers, where the books of our revered chefs and mentors reside. In my first kitchen as a professional, we kept all these textbooks by the cereal — usually Cap’n Crunch and Cocoa Pebbles. ",An Orange Cake From a Revolutionary Chef,2023-11-01T09:01:54+0000,article,Magazine,News,"Cooking and Cookbooks;Recipes;Cakes;Herme, Pierre"
45,How did a small group of models manage to stay on top for so long?,"Bluejeans and little black dresses may be forever, but fashion’s essential promise is change and reinvention. In the same way that clothing styles evolve season after season, the models wearing those looks are in constant flux, articulating whom we consider beautiful, cool and powerful at any given moment. Modeling careers generally aren’t long, though, and depending on how you look at it, the industry’s churn can be thrilling or unnerving. It’s fun to talk about trends in makeup and shoes; it’s horrible to think about trends in people.",The Eternal Life of the ’90s Supermodel,2023-11-01T09:01:57+0000,article,Magazine,News,"Models (Professional);Nineteen Hundred Nineties;Television;Campbell, Naomi;Crawford, Cindy;Evangelista, Linda;Turlington, Christy"
46,Politically appointed lawyers sometimes frustrated Donald J. Trump’s ambitions. His allies are planning to install more aggressive legal gatekeepers if he regains the White House.,"Close allies of Donald J. Trump are preparing to populate a new administration with a more aggressive breed of right-wing lawyer, dispensing with traditional conservatives who they believe stymied his agenda in his first term.","If Trump Wins, His Allies Want Lawyers Who Will Bless a More Radical Agenda",2023-11-01T09:02:11+0000,article,U.S.,News,"Trump, Donald J;Presidential Election of 2024;Right-Wing Extremism and Alt-Right;Legal Profession;Conservatism (US Politics);Federalist Society;Paoletta, Mark;Leo, Leonard A;Vought, Russell T;Miller, Stephen (1985- );Mitnick, John"
47,The linguist Geoff Nunberg wrote that “dirty words are magic spells that conjure up their references.”,"Swearing can be so satisfying that it can help us withstand pain. It can shock, offend and entertain. It can release tension or increase it. It can foster intimacy.",The Secret Power of Swearing,2023-11-01T09:02:11+0000,article,Opinion,Op-Ed,"Indecency, Obscenity and Profanity;Language and Languages;Superstitions;Censorship;Customs, Etiquette and Manners"
48,"Is an immersive piece featuring 17,000 illuminated, flowerlike stems a precursor to a huge gambling hall along the East River?",Good morning. It’s Wednesday. We’ll find out when a field of lights is coming to a vacant lot near the United Nations. We’ll also meet a pianist who has celebrated the Day of the Dead onstage five times a week for the past couple of weeks.,Planting a Field of Lights Where a Developer Hopes to Raise a Casino,2023-11-01T09:02:33+0000,article,New York,briefing,"New York City;internal-storyline-no;Casinos;Culture (Arts);Munro, Bruce (1959- );Soloviev, Stefan;East River (NYC);Greenwich Village (Manhattan, NY);Midtown Area (Manhattan, NY);Holidays and Special Occasions;Mexico"
49,"We asked Jon Batiste, Arooj Aftab, Mary Halvorson and others to share their favorites.","For over a year, The New York Times has been asking musicians, writers and scholars to share the music they’d play for a friend to get them into jazz. Now we’re focusing on Thelonious Monk, the innovative pianist and bandleader whose angular melodies and dissonant chords made him stand out among his peers in the bebop era.",Five Minutes That Will Make You Love Thelonious Monk,2023-11-01T09:02:39+0000,article,Arts,News,"Jazz;Monk, Thelonious"
50,"As Christi Clancy was about to teach a spin class, her best friend’s ex-husband walked in. She decided to let him have it.","Christi Clancy had been avoiding her best friend’s ex-husband. He’d unexpectedly left her friend for another woman. After supporting her friend through the pain and heartbreak, Christi couldn’t help but resent the ex-husband for all the damage he’d done.",My Sweaty Revenge,2023-11-01T09:02:44+0000,article,Podcasts,News,"Love (Emotion);Dating and Relationships;Divorce, Separations and Annulments;Television"
51,Donald Trump’s allies are hoping to install a different species of legal gatekeeper throughout the federal government. Here are some of the potential prospects.,"Election Day is a year away, but key allies of former President Donald J. Trump are already thinking about staffing a potential administration, including by filling White House and agency legal positions with aggressive and ideologically like-minded lawyers.",Some of the Lawyers Who May Fill a Second Trump Administration,2023-11-01T09:02:45+0000,article,U.S.,News,"Trump, Donald J;Miller, Stephen (1985- );McEntee, John;Heritage Foundation;Republican Party;Presidential Election of 2020;Presidential Election of 2024;United States Politics and Government;Conservatism (US Politics)"
52,Democrats once dominated statewide elections for the influential post of agriculture commissioner. Now they’re hoping to win just one.,Jonathan Robertson was preparing to start the workday on his family cattle farm when a campaign ad in the race for agriculture commissioner of Kentucky flashed across his television.,How Did Democrats Lose Control of State Agriculture Policy?,2023-11-01T09:02:54+0000,article,U.S.,News,"Agriculture and Farming;Politics and Government;Elections;States (US);Regulation and Deregulation of Industry;Democratic Party;Republican Party;Shell, Jonathan (1987- );Enlow, Sierra;Kentucky;Southern States (US);Midwestern States (US)"
53,"For people in Bilozerka, the invasion began a cat-and-mouse game of collaboration and resistance.","Andriy Koshelev steered his car into the driveway of his home on Pushkin Street in Bilozerka, a lakeside town in Ukraine’s Kherson region. Leaving the car on, Koshelev got out and walked to the entrance gate. He reached down to loosen the latch. When he pulled it, the gate exploded. Koshelev’s parents, who lived on the same property, rushed outside as acrid smoke filled their driveway and the street. The explosion resounded across town. ",Some Ukrainians Helped the Russians. Their Neighbors Sought Revenge.,2023-11-01T09:02:55+0000,article,Magazine,News,"Espionage and Intelligence Services;Russian Invasion of Ukraine (2022);Putin, Vladimir V;Kherson (Ukraine)"
54,"A solid bloc of Republicans joined Democrats in refusing to back a move to formally rebuke Representative Rashida Tlaib of Michigan, a far-left Democrat, for her harsh criticism of Israel.","The House on Wednesday turned aside a Republican effort to formally reprimand Representative Rashida Tlaib, Democrat of Michigan, for her participation in a recent pro-Palestinian protest in which she accused Israel of genocide, as a solid bloc of Republicans joined Democrats to reject the move.",House Blocks Censure of Tlaib on Charge of Antisemitism,2023-11-01T09:02:59+0000,article,U.S.,News,"Greene, Marjorie Taylor (1974- );D'Esposito, Anthony P;Johnson, Mike (1972- );Tlaib, Rashida;Bowman, Jamaal;House of Representatives;Democratic Party;Republican Party;Santos, George (1988- );United States Politics and Government;Anti-Semitism;Ethics and Official Misconduct"
55,A declaration on the public health impacts of climate change may lack two words: fossil fuels.,"Can you talk about the health impacts of climate change without mentioning the burning of fossil fuels, its leading cause?",Clash Over ‘Fossil Fuels’ Pits U.A.E. Against Public Health Experts,2023-11-01T09:03:01+0000,article,Climate,News,"Global Warming;Greenhouse Gas Emissions;Medicine and Health;Oil (Petroleum) and Gasoline;Air Pollution;Al Jaber, Sultan (1973- );United Arab Emirates"
