,abstract,lead_paragraph,headline,pub_date,document_type,section_name,type_of_material,keywords
10,"Small talk on the M15, an autograph at Yankee Stadium and more reader tales of New York City in this week’s Metropolitan Diary.",Dear Diary:,"‘Suddenly, It Appeared as Though the Bus Was Going to Be Able to Move’",2023-01-01T08:00:12+0000,article,New York,News,New York City
11,No one knows how many are helped or how much Veterans Treatment Courts in New York cost. Supporters say it gives defendants who were in the armed forces a second chance.,"Edward Hernandez sat on a bench in a Lower Manhattan courthouse, waiting for his case to be called.",Veterans Trickle Through a Special New York Court Known Only to a Few,2023-01-01T08:00:16+0000,article,New York,News,"Veterans;District Attorneys;Courts and the Judiciary;Department of Veterans Services (NYC);Bragg, Alvin;Merchan, Juan M;Manhattan (NYC);Drug Abuse and Traffic;Mental Health and Disorders;United States Defense and Military Forces"
12,"In his first year as mayor, he focused his attention on fighting crime. But critics say he is not moving quickly enough to address New York City’s other urgent challenges.","The message, arriving as New Yorkers were growing more concerned about crime, was simple: Eric Adams, a former police captain, was the only candidate for mayor in 2021 who could rein in a sense of disorder that had seeped into the city during the pandemic.",Eric Adams Said He Wanted to ‘Get Stuff Done.’ Did He?,2023-01-01T08:00:17+0000,article,New York,News,"Adams, Eric L;Content Type: Personal Profile;Mayors;Politics and Government;Crime and Criminals;Affordable Housing;Democratic Party;New York City"
13,Some of the highest-profile complaints show how America’s culture wars are affecting the nation’s children.,"WASHINGTON — The Education Department’s Office for Civil Rights logged a record number of discrimination complaints in the past year, the latest indicator of how the social and political strife roiling the country is reverberating in the nation’s schools.",Strife in the Schools: Education Dept. Logs Record Number of Discrimination Complaints,2023-01-01T08:00:18+0000,article,U.S.,News,"Discrimination;Disabilities;Minorities;Race and Ethnicity;Homosexuality and Bisexuality;Transgender and Transsexuals;Civil Rights and Liberties;School Discipline (Students);Education (K-12);Education Department (US);United States Politics and Government;National Assn for the Advancement of Colored People;Arizona;Colorado;Pennsylvania;Lhamon, Catherine E;United States;Southlake (Tex);Doylestown (Pa);Bucks County (Pa)"
14,"As American companies seek to limit their exposure to the pitfalls of making goods in China, some are moving production to Mexico.","As American companies recalibrate the risks of relying on Chinese factories to make their goods, some are shifting business to a country far closer to home: Mexico.","‘OK, Mexico, Save Me’: After China, This Is Where Globalization May Lead",2023-01-01T08:00:28+0000,article,Business Day,News,Outsourcing;International Trade and World Market;Factories and Manufacturing;Coronavirus (2019-nCoV);Supply Chain;United States Economy;China;Mexico;Mexico City (Mexico);United States;Uniforms;Walmart Stores Inc
15,"The police say a 19-year-old man struck two officers before the police opened fire, hitting him in the shoulder.","The police shot a machete-wielding man who attacked three officers on Saturday night near Times Square, injuring him and creating a chaotic scene just hours before the ball dropped to mark New Year’s Day in New York City, the authorities said.",Police Officers Injured in Machete Attack Near Times Square,2023-01-01T08:03:37+0000,article,New York,News,"Attacks on Police;Times Square and 42nd Street (Manhattan, NY);New Year;Assaults"
16,Kim Jong-un told a Workers’ Party meeting that his country must mass-produce nuclear missiles that could hit South Korea.,"SEOUL — North Korea’s leader, Kim Jong-un, vowed to expand his country’s nuclear capabilities against rival South Korea​ “exponentially,”​ indicating that he would escalate his military brinkmanship in the new year ​despite sanctions from abroad and economic woes​ at home​.",North Korea Vows to Escalate Nuclear Threat Against the South,2023-01-01T08:13:40+0000,article,World,News,North Korea;South Korea;Nuclear Weapons;Missiles and Missile Defense Systems;Kim Jong-un;Yoon Suk-yeol;International Relations
17,Some games are much more important than others.,Some games are much more important than others.,Week 17 N.F.L. Playoff Picture Preview: A Team-by-Team Guide,2023-01-01T10:00:01+0000,multimedia,The Upshot,Interactive Feature,Football;Playoff Games;National Football League
18,"V.V. Ganeshananthan’s novel “Brotherless Night” reveals the moral nuances of violence, ever belied by black-and-white terminology.","The word “terrorist,” or some variation thereof, shows up six times on the opening page of V.V. Ganeshananthan’s “Brotherless Night.” To be bludgeoned this way by such a poisoned piece of political taxonomy is to be reminded that for those fortunate enough to wield it, “terrorist” is a word that cleanses nuance: It suggests that there are good and bad people, and the bad ones are irredeemable enough to warrant a fixed label.",‘Terrorist’ — to Whom?,2023-01-01T10:00:06+0000,article,Books,Review,"Books and Literature;Ganeshananthan, V V"
19,"Facing high interest rates and home prices, some buyers have only a small down payment to offer. But they still have plenty of options.",It’s a perennial question for would-be home buyers: How can I possibly come up with such a huge down payment?,Your 2023 Guide to Low-Down-Payment Mortgages,2023-01-01T10:00:08+0000,article,Your Money,News,Mortgages;Personal Finances;Real Estate and Housing (Residential);Interest Rates;Federal Home Loan Mortgage Corp (Freddie Mac);Federal Housing Administration;Federal National Mortgage Assn (Fannie Mae);Credit and Debt
20,Continental Drift is one of Henry Segerman’s latest efforts to make mathematics “real.”,"Another orbit around the sun and here we are again: back where we started but spun about — changed, perhaps deranged.","A New Puzzle Turns Earth Into a Rubik’s Cube, but More Complex",2023-01-01T10:00:15+0000,article,Science,News,"Segerman, Henry;Puzzles;Mathematics;Inventions and Patents;Content Type: Personal Profile;your-feed-science"
21,"Amid a tech cold war with China, U.S. companies have pledged nearly $200 billion for chip manufacturing projects since early 2020. But the investments are not a silver bullet.","In September, the chip giant Intel gathered officials at a patch of land near Columbus, Ohio, where it pledged to invest at least $20 billion in two new factories to make semiconductors.","U.S. Pours Money Into Chips, but Even Soaring Spending Has Limits",2023-01-01T10:00:16+0000,article,Technology,News,"Factories and Manufacturing;Computer Chips;Computers and the Internet;Colleges and Universities;United States Economy;Foreign Workers;International Relations;International Trade and World Market;Tax Credits, Deductions and Exemptions;United States Politics and Government;Intel Corporation;Samsung Electronics Co;Micron Technology Inc;Taiwan Semiconductor Manufacturing Company Ltd;Biden, Joseph R Jr;China;Taiwan;Syracuse (NY);Phoenix (Ariz)"
22,"“Succession” returns, the Spider-Verse spawns a sequel, Kelela hits the road and Michael B. Jordan makes his directing debut with “Creed III.”","While there are no sure bets in television, and plenty of once-great shows have fallen into bland disarray, I am counting the days until “Succession” comes back for its fourth season. (HBO says it will air in the spring.) Oh, I can hear the jangly piano theme now, and just knowing that the bereft and broken Roys, their gorgeously cruel dialogue and endless, joyless quests for power will soon be back on my screen fills me with elation. God, I hope Kendall sings in front of an audience again, and Greg stammers his way into failing up somehow, and Gerri and Roman’s erotic entanglement deepens and Shiv continues her reign of ecru terror. Logan will be grumbly! Connor will be a dingus! Tom will be in hapless agony! And I will be so, so happy, reveling in the show’s mastery of tension, its push-pull of crumbling and coalescing.",10 Things Our Critics Are Looking Forward to in 2023,2023-01-01T10:00:16+0000,article,Arts,News,Two Thousand Twenty Two;Two Thousand Twenty Three;Dancing;Theater;Comedy and Humor;Television;Music;Movies
23,The average U.S. household wastes nearly a third of the food it buys. This community is nudging its residents to change their habits.,"Jennifer Savage was scrambling to pull something together for dinner. Deep in the back of her fridge, she found a container of stuffed peppers. Very old stuffed peppers. She groaned, then did what millions of Americans do every day, without a second thought: She scraped the rotten food into the garbage.",How Central Ohio Got People to Eat Their Leftovers,2023-01-01T10:00:17+0000,article,Headway,News,Ohio;Food;Recycling of Waste Materials;Compost;Global Warming;Habits and Routines (Behavior);Education (K-12);Sustainable Living;United States;Upper Arlington (Ohio);internal-open-access
24,"The cost cutting continues at Twitter. The S&P 500 had a bad 2022, and it’s not clear if 2023 will be better. The Labor Department will report jobs numbers for December.","Thousands of travelers were stranded in airports across the country over the holidays as Southwest Airlines canceled more than 2,900 flights on Monday and roughly 5,000 over Tuesday and Wednesday, more than 60 percent of its schedule. The disruptions were the result of staffing shortages and longstanding technological problems compounded by a fierce winter storm. Many customers said Southwest had done little or nothing to get them to their destinations. The airline’s chief executive of 10 months, Bob Jordan, apologized, and the company said it had called on over 1,000 corporate employees to manually schedule crews for new flights. But Southwest’s reputation is in tatters, and the scale of the chaos — which one industry analyst called “the worst round of cancellations for any single airline” in recent memory — has prompted the Department of Transportation to announce that it would look into whether Southwest was meeting its obligations to customers.",The Week in Business: Southwest’s Holiday Meltdown,2023-01-01T12:00:07+0000,article,Business Day,News,AIRLINES AND AIRPLANES;United States Economy;Delays (Transportation);Airports;Southwest Airlines Company;Transportation Department (US)
25,Develop stronger relationships in 2023.,"For over 80 years, researchers at Harvard have studied what makes for a good life. They found one surefire, scientifically proven predictor of happiness: developing warmer relationships.",A Happier New Year,2023-01-01T12:07:20+0000,article,Briefing,briefing,internal-storyline-no;New Year;Two Thousand Twenty Three;Harvard University
26,"A conversation with the five-time Grammy-winning singer who is the subject of a new career-spanning documentary, “Dionne Warwick: Don’t Make Me Over.”","Dionne Warwick refuses to stay put. At 82, the five-time Grammy-winning artist is making stops in Hawaii and Vancouver on her One Last Time tour — she won’t say whether it’s truly her last — tweeting (or “twoting,” as she calls it) to her more than half a million followers, and making appearances on “S.N.L.” and on movie soundtracks like Jordan Peele’s “Nope.” When she retires, she said, she’ll move to Brazil.",Dionne Warwick Is Ready for an Encore,2023-01-01T13:00:07+0000,article,Movies,News,"Documentary Films and Programs;Music;Content Type: Personal Profile;Warwick, Dionne;Dionne Warwick: Don't Make Me Over (Movie);Wooley, Dave;Heilbroner, David"
27,"The biographer and subject of the documentary “Turn Every Page” talks about his loyalty to the Giants and the Knicks, Zooming with classmates and falling under the spell of Captain Hornblower.","When the filmmaker Lizzie Gottlieb approached Robert Caro about a documentary on the relationship between him and his editor, Robert Gottlieb, Caro didn’t want to do it. He nonetheless found it insulting when Robert, Lizzie’s father, didn’t want to do it either.",Robert Caro Relaxes by Listening to People Drum in Central Park,2023-01-01T14:00:06+0000,article,Movies,News,"Documentary Films and Programs;Books and Literature;Writing and Writers;Content Type: Personal Profile;Caro, Robert A;Gottlieb, Robert;Turn Every Page -- The Adventures of Robert Caro and Robert Gottlieb (Movie)"
28,"Christopher P. Lambros, 61, was charged with sexual assault after recording videos of himself assaulting unconscious female patients at a Colorado hospital, officials said.","A former nurse at a Colorado hospital has been charged with sexually abusing female patients while they were unconscious and with recording the assaults on video, the police said.","Ex-Nurse Recorded Himself Sexually Assaulting Patients, Police Say",2023-01-01T14:03:00+0000,article,U.S.,News,"Hospitals;Sex Crimes;Nursing and Nurses;Video Recordings, Downloads and Streaming;Suits and Litigation (Civil);Lambros, Christopher P;Intermountain Healthcare;Grand Junction (Colo)"
29,Seasonal greetings from imprisoned opponents offered counterprogramming of a sort to the traditional end-of-year speech from President Vladimir V. Putin of Russia.,There are now so many jailed opponents of President Vladimir V. Putin and his full-scale invasion of Ukraine that a new tradition has emerged in Russia: New Year’s greetings from political prisoners.,"Putin Has a New Year’s Message. So Do His Critics, From Jail.",2023-01-01T14:04:15+0000,article,World,News,"Political Prisoners;Politics and Government;New Year;International Relations;Russian Invasion of Ukraine (2022);Demonstrations, Protests and Riots;Speeches and Statements;Gorinov, Aleksei;Kara-Murza, Vladimir V;Navalny, Aleksei A;Putin, Vladimir V;Yashin, Ilya;Russia"
30,Readers discuss a guest essay about U.S. institutions that honor former Nazis. Also: Wearing masks; inaccessible historic houses. ,To the Editor:,Don’t Honor Those With a Nazi History,2023-01-01T14:30:08+0000,article,Opinion,Letter,"Holocaust and the Nazi Era;Masks;Historic Buildings and Sites;Coronavirus (2019-nCoV);Rocket Science and Propulsion;War Crimes, Genocide and Crimes Against Humanity;Krupp, Alfried;von Braun, Wernher"
31,"An influential educator, he was a strong advocate of creating Jewish settlements in the West Bank, Gaza and East Jerusalem.","JERUSALEM — Rabbi Haim Druckman, a prominent spiritual leader of Israel’s Religious Zionist movement, lifelong educator, founder of the Jewish settlement project and politician, died here on Dec. 25. He was 90.","Rabbi Haim Druckman, a Leader of Religious Zionism, Dies at 90",2023-01-01T15:02:14+0000,article,Obituaries,Obituary (Obit),"Politics and Government;Jews and Judaism;Deaths (Obituaries);Zionism;Rabbis;Israeli Settlements;Religious Zionism (Israeli Political Party);Israel;Druckman, Haim"
32,Good morning. Welcome to 2023! How’s the noggin?,Good morning. Welcome to 2023! How’s the noggin?,What to Cook This Week,2023-01-01T16:00:04+0000,article,Food,Letter,Cooking and Cookbooks;Content Type: Service
33,The countries share a volatile disputed border that is not marked on a map.,"NEW DELHI — On a freezing December day on a remote Himalayan mountain ridge, Indian and Chinese soldiers fought with sticks, stones, clubs and bare fists. Scores were bloodied and injured. The incident, according to the Indian authorities, occurred on Dec. 9, when about 300 soldiers from the People’s Liberation Army of China attempted to occupy Yangtse, a mountainous border post on the disputed India-China border in the Tawang area in northeastern India.",Why India and China Are Fighting in the Himalayas,2023-01-01T16:00:06+0000,article,Opinion,Op-Ed,Defense and Military Forces;India;China;International Relations;Territorial Disputes;War and Armed Conflicts;Himalayas
34,New Year’s habits that are good for the soul. ,"I never know how to think about New Year’s resolutions or whether to make them. On one hand, I am drawn to the idea of new beginnings. I love the intentionality and thoughtfulness that are required to make a resolution. They force me to reflect on what I long for, what the good life might consist of and how to get there, which is a good exercise for all of us at any time.",Forget the Beach Bod. Try These Soul Resolutions Instead.,2023-01-01T16:00:08+0000,article,Opinion,Op-Ed,New Year;Work-Life Balance;Religion and Belief;internal-sub-only-nl
35,"Short people don’t just save resources; as resources become scarcer owing to overpopulation and global warming, they may also be best suited for long-term survival.",From where I stand — at five feet even — being tall is a widely held fantasy of superiority that long ago should have been retired.,There Has Never Been a Better Time to Be Short,2023-01-01T16:00:09+0000,article,Opinion,Op-Ed,Height (Stature);Global Warming;Children and Childhood;Human Growth Hormone;Dating and Relationships;internal-sub-only
36,There are better ways to think about strategy.,“What are Putin’s red lines?”,Putin Has No Red Lines,2023-01-01T16:00:11+0000,article,Opinion,Op-Ed,"Russian Invasion of Ukraine (2022);Putin, Vladimir V;Russia;Defense and Military Forces;Nuclear Weapons;United States International Relations"
37,"Brazil inaugurates its new president, Luiz Inácio Lula da Silva, on Sunday. Facing investigations, former President Jair Bolsonaro has taken refuge in Orlando.",Follow our live coverage of the election protests at Brazil’s National Congress.,"Lula Becomes Brazil’s President, With Bolsonaro in Florida",2023-01-01T16:16:35+0000,article,World,News,"Da Silva, Luiz Inacio Lula;Elections;Politics and Government;Democracy (Theory and Philosophy);Workers' Party (Brazil);Bolsonaro, Jair (1955- );Moraes, Alexandre de (1968- );Brazil;Florida;Inaugurations"
38,Departing longtime lawmakers perceive little prospect of orderly business in a divided Congress. They’re taking with them decades of experience in the day-to-day work of keeping the government running.,"WASHINGTON — Seated in his rapidly emptying office, Senator Richard M. Burr, Republican of North Carolina, ticked through the frustrations that had piled up in recent years: party leaders devaluing committee work, an institution reluctant to embrace new ideas and unnamed colleagues unwilling to collaborate or brush up on the details of legislation.",Retiring Congress Members See Rough Roads Ahead. They Won’t Miss the Gridlock.,2023-01-01T16:53:53+0000,article,U.S.,News,"United States Politics and Government;House of Representatives;Senate;Democratic Party;Republican Party;Blunt, Roy D;Burr, Richard M;Leahy, Patrick J;Shelby, Richard C;Kinzinger, Adam;Yarmuth, John;Bustos, Cheri"
39,Worries about the company’s future were momentarily stilled at a festive gala premiere on New Year’s Eve.,"The mood was festive, the audience large and enthusiastic, for the gala premiere on New Year’s Eve of a rare new production of Umberto Giordano’s lovably preposterous potboiler “Fedora” at the Metropolitan Opera.",Review: The Met Opera Found an Audience for ‘Fedora.’ For Now.,2023-01-01T16:54:18+0000,article,Arts,Review,"Opera;Metropolitan Opera;Armiliato, Marco;Beczala, Piotr (1966- );Giordano, Umberto;Yoncheva, Sonya;McVicar, David;Fedora (Opera)"
40,"Mr. Santos, under scrutiny for lies about his background, is set to be sworn into Congress on Tuesday even as records, colleagues and friends divulge more about his past.","In two years, George Santos went from being a little-known also-ran to a beacon of the Republican Party’s unexpected resurgence in a deep-blue state. ","As His Life of Fantasy Comes Into Focus, George Santos Goes to Washington",2023-01-01T17:15:06+0000,article,New York,News,"Ethics and Official Misconduct;House of Representatives;United States Politics and Government;Republican Party;Santos, George (1988- );LaLota, Nicholas;Brazil"
41,"A gun death on Christmas Eve crystallized the fear and frustration over violence that had been building in Eudora, Ark., a city of 1,700, for months.","EUDORA, Ark. — In the small city planted in a seemingly endless spread of flat Arkansas farmland, the sense of danger had been building. There had been shootings, home invasions, teenagers without driver’s licenses going on joy rides that ended in crashes. The police had been run ragged. ","In a Small Arkansas City, Crime, Dread and an Emergency Curfew",2023-01-01T18:32:22+0000,article,U.S.,News,"Eudora (Ark);Curfews;Murders, Attempted Murders and Homicides;Crime and Criminals"
42,The arrest of a graduate student in the murder of four University of Idaho students eased fears but raised a troubling new question: What was the motive?,"MOSCOW, Idaho — About two weeks before four University of Idaho students were found stabbed to death in a home near campus, Bryan Kohberger was sitting in a criminology class at a college just a short drive away, leaning into a conversation about forensics, D.N.A. and other evidence prosecutors use to win convictions.",Idaho Murder Suspect Had Been a Student of the Criminal Mind,2023-01-01T18:45:08+0000,article,U.S.,News,"Colleges and Universities;Murders, Attempted Murders and Homicides;Forensic Science;University of Idaho;Washington State University;Chapin, Ethan (d 2022);Goncalves, Kaylee (d 2022);Kernodle, Xana (d 2022);Kohberger, Bryan C;Mogen, Madison (d 2022);Idaho;Moscow (Idaho)"
43,"Ten months into the war, Ukraine has turned the tide in ground combat, but its cities are still facing relentless waves of missiles and exploding drones.","KYIV, Ukraine — Fed up with huddling for safety in their corridors and bathrooms during Russia’s aerial attacks, residents of one neighborhood in Kyiv took a different approach in the first moments of New Year’s Day.",Russian Airstrikes Leave Ukrainians Few Options but to Endure,2023-01-01T18:52:18+0000,article,World,News,Russian Invasion of Ukraine (2022);Drones (Pilotless Planes);Defense and Military Forces;Ukraine;Russia;Kyiv (Ukraine)
44,"Climate change is contributing to electric-green algae blooms. Massachusetts wants a cleanup of the antiquated septic systems feeding the mess, but it could cost billions.","MASHPEE, Mass. — Ashley K. Fisher walked to the edge of the boat, pulled on a pair of thick black waders, and jumped into the river to search for the dead.",A Toxic Stew on Cape Cod: Human Waste and Warming Water,2023-01-01T18:53:22+0000,article,Climate,News,Cape Cod (Mass);Water Pollution;Sewers and Sewage;Algae;Coastal Areas;Global Warming
45,"Even as the Northern Hemisphere experiences winter’s chill, our planet on Wednesday will be at perihelion, the closest it gets to the sun during its elliptical orbit. Learn more about planetary orbits and the search for life around the galaxy.","Even as the Northern Hemisphere experiences winter’s chill, our planet on Wednesday will be at perihelion, the closest it gets to the sun during its elliptical orbit. Learn more about planetary orbits and the search for life around the galaxy.",Jan. 4: Earth will be at its closest point to the sun,2023-01-01T20:43:12+0000,article,Science,News,
46,"The year starts with the Quadrantid meteor shower, named after Quadrans Muralis, an archaic constellation that modern astronomers lump in with the constellation known as Boötes. It can be one of the strongest showers of the year, though poor winter weather and a short window for peak viewing often mean that it can fall short of its potential.","The year starts with the Quadrantid meteor shower, named after Quadrans Muralis, an archaic constellation that modern astronomers lump in with the constellation known as Boötes. It can be one of the strongest showers of the year, though poor winter weather and a short window for peak viewing often mean that it can fall short of its potential.",Jan. 3-4: The Quadrantid meteor shower will peak,2023-01-01T20:43:14+0000,article,Science,News,
47,2023 should be a good year for meteor lovers.,"On any given night, far from bright city lights, there’s a chance that you’ll see a beautiful streak shoot across the sky as a meteor flies overhead. But on special dates scattered throughout the year, skywatchers can catch a multitude of flares as meteor showers burst in the darkness.",How to watch meteor showers,2023-01-01T20:43:15+0000,article,Science,News,Meteors and Meteorites;Content Type: Service;Space and Astronomy;Moon;your-feed-science
48,"Gov. Kathy Hochul, the first woman to be sworn in for a full term as New York State governor, appealed for unity.","ALBANY, N.Y. — Kathy Hochul became the first woman to be sworn in to a full term as governor of New York on Sunday, a landmark moment that she said she would seize to lead a state confronting fears over crime and a crisis of affordability.","At Inauguration, Hochul Vows to Make New York Safer and More Affordable",2023-01-01T21:01:28+0000,article,New York,News,"Hochul, Kathleen C;Inaugurations;New York State;State Legislatures;Women and Girls;Politics and Government;Governors (US);Crime and Criminals;Democratic Party"
49,"Also, North Korea threatens nuclear escalation and Ukraine reinforces its resilience amid a deadly assault.",,Your Monday Briefing: The Impact of a U.S. Chip-Making Boom,2023-01-01T21:19:59+0000,article,Briefing,briefing,Russian Invasion of Ukraine (2022);Computer Chips;China;United States;Nuclear Weapons;North Korea
50,"A short story writer for four decades, her own tale was a rare Cinderella story in publishing, centering on a septuagenarian and a young editor.",,"Edith Pearlman, Writer Who Won Acclaim Late in Life, Dies at 86",2023-01-01T21:52:40+0000,article,Obituaries,Obituary (Obit),"Books and Literature;Deaths (Obituaries);Pearlman, Edith;Writing and Writers;Binocular Vision: New and Selected Stories (Book)"
51,"Mr. Green was a founder of the group, an indie band that rose to mainstream success. He was also one of its most enduring members.","Jeremiah Green, a drummer who co-founded and then became a stalwart member of Modest Mouse, an indie rock band that rose to mainstream fame, died on Saturday in the small coastal city of Sequim, Wash. He was 45.","Jeremiah Green, Drummer for Modest Mouse, Dies at 45",2023-01-01T21:56:09+0000,article,Arts,Obituary (Obit),"Deaths (Obituaries);Modest Mouse;Pop and Rock Music;Green, Jeremiah (1977-2022);Port Townsend (Wash);Music"
52,"Quarterback problems doomed the Jets and Commanders, while Tampa Bay won the woeful N.F.C. South with a banner day from Mike Evans in a victory over Carolina.","With just two weeks left in the season, it’s time to put up or shut up. Some teams were ready on Sunday; others were not. The disappointing Buccaneers rose to the challenge, coming back to beat the Panthers and wrest the division title from them. The Jets and Commanders, by contrast, lost games that dashed their playoff hopes.",What We Learned From Week 17 in the N.F.L.,2023-01-01T22:47:42+0000,article,Sports,News,"Football;Playoff Games;National Football League;New York Giants;Tampa Bay Buccaneers;Washington Commanders;Carolina Panthers;Evans, Mike (1993- );Heinicke, Taylor (1993- );Rivera, Ron;Wentz, Carson (1992- );Hutchinson, Aidan (2000- );Detroit Lions;Kansas City Chiefs;Thibodeaux, Kayvon;Green Bay Packers;New York Jets;Minnesota Vikings;White, Mike (1995- );Wilson, Zach (1999- );Karlaftis, George (2001- )"
53,Seth Bisen-Hersh’s debut puzzle was meant to be.,Jump to: Tricky Clues | Today’s Theme,Kerfuffle,2023-01-01T23:00:05+0000,article,Crosswords & Games,News,"Crossword Puzzles;Bisen-Hersh, Seth (Crossword Constructor)"
54,"Hundreds of thousands of supporters filled the central esplanade in Brazil’s capital, as President Luiz Inácio Lula da Silva waved to onlookers from his motorcade on the way to his inauguration ceremony.","Hundreds of thousands of supporters filled the central esplanade in Brazil’s capital, as President Luiz Inácio Lula da Silva waved to onlookers from his motorcade on the way to his inauguration ceremony.",Brazil’s Luiz Inácio Lula da Silva Is Sworn In as President,2023-01-01T23:06:57+0000,multimedia,World,Video,"Politics and Government;Da Silva, Luiz Inacio Lula;Brazil"
55,"She was the lead vocalist on all three of the Pointer Sisters’ Top 40 hits in the group’s early years, and she helped define its pop sound in the 1980s.","Anita Pointer, the sweet and occasionally sultry lead vocalist on many hits of her family band the Pointer Sisters in the 1970s and ’80s, died on Saturday at home in Beverly Hills, Calif. She was 74.","Anita Pointer, Frequent Lead Singer of Famed Sister Act, Dies at 74",2023-01-01T23:08:44+0000,article,Obituaries,Obituary (Obit),"Deaths (Obituaries);Pop and Rock Music;Grammy Awards;Pointer Sisters;Pointer, Anita (1948-2022)"
